ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_indicator,note_indicator.label,note_source,note_source.label
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_42,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2016,329.269,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_43,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2016,731.5595,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_44,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2016,209.8763,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_51,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2016,1055.1333,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_52,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2016,1533.1831,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_53,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2016,1125.9572,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_54,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2016,419.2518,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_61,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2016,830.1764,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_62,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2016,47.3723,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_71,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2016,914.8805,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_72,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2016,656.4733,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_73,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2016,111.7868,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_74,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2016,259.1855,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_75,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2016,436.9653,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_81,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2016,692.3634,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_82,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2016,230.3834,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_83,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2016,1075.3579,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_91,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2016,1611.2663,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_92,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2016,3.8307,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_93,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2016,617.4524,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_94,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2016,190.0248,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_95,"Occupation (ISCO-08), 2 digit level: 95 - Street and related sales and service workers",2016,15.7364,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_96,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2016,249.524,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_X,"Occupation (ISCO-08), 2 digit level: Not elsewhere classified",2016,95.9502,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_TOTAL,"Occupation (ISCO-08), 2 digit level: Total",2017,26879.6279,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_01,"Occupation (ISCO-08), 2 digit level: 01 - Commissioned armed forces officers",2017,23.6056,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_02,"Occupation (ISCO-08), 2 digit level: 02 - Non-commissioned armed forces officers",2017,63.7723,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_03,"Occupation (ISCO-08), 2 digit level: 03 - Armed forces occupations, other ranks",2017,102.9739,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_11,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2017,86.8382,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_12,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2017,592.1752,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_13,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2017,950.6659,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_14,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2017,299.7536,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_21,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2017,726.8635,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_22,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2017,645.0224,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_23,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2017,1271.5666,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_24,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2017,1163.2729,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_25,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2017,420.3456,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_26,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2017,611.8673,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_31,"Occupation (ISCO-08), 2 digit level: 31 - Science and engineering associate professionals",2017,1560.4016,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_32,"Occupation (ISCO-08), 2 digit level: 32 - Health associate professionals",2017,852.9729,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_33,"Occupation (ISCO-08), 2 digit level: 33 - Business and administration associate professionals",2017,1934.5099,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_34,"Occupation (ISCO-08), 2 digit level: 34 - Legal, social, cultural and related associate professionals",2017,820.1838,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_35,"Occupation (ISCO-08), 2 digit level: 35 - Information and communications technicians",2017,188.3493,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_41,"Occupation (ISCO-08), 2 digit level: 41 - General and keyboard clerks",2017,929.0628,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_42,"Occupation (ISCO-08), 2 digit level: 42 - Customer services clerks",2017,331.657,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_43,"Occupation (ISCO-08), 2 digit level: 43 - Numerical and material recording clerks",2017,767.8719,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_44,"Occupation (ISCO-08), 2 digit level: 44 - Other clerical support workers",2017,208.9861,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_51,"Occupation (ISCO-08), 2 digit level: 51 - Personal service workers",2017,1072.9657,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_52,"Occupation (ISCO-08), 2 digit level: 52 - Sales workers",2017,1566.1152,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_53,"Occupation (ISCO-08), 2 digit level: 53 - Personal care workers",2017,1211.9939,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_54,"Occupation (ISCO-08), 2 digit level: 54 - Protective services workers",2017,383.1896,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_61,"Occupation (ISCO-08), 2 digit level: 61 - Market-oriented skilled agricultural workers",2017,798.2891,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_62,"Occupation (ISCO-08), 2 digit level: 62 - Market-oriented skilled forestry, fishery and hunting workers",2017,46.2352,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_71,"Occupation (ISCO-08), 2 digit level: 71 - Building and related trades workers, excluding electricians",2017,929.03,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_72,"Occupation (ISCO-08), 2 digit level: 72 - Metal, machinery and related trades workers",2017,660.6353,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_73,"Occupation (ISCO-08), 2 digit level: 73 - Handicraft and printing workers",2017,123.9851,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_74,"Occupation (ISCO-08), 2 digit level: 74 - Electrical and electronic trades workers",2017,259.6049,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_75,"Occupation (ISCO-08), 2 digit level: 75 - Food processing, wood working, garment and other craft and related trades workers",2017,432.9513,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_81,"Occupation (ISCO-08), 2 digit level: 81 - Stationary plant and machine operators",2017,730.1521,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_82,"Occupation (ISCO-08), 2 digit level: 82 - Assemblers",2017,228.9541,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_83,"Occupation (ISCO-08), 2 digit level: 83 - Drivers and mobile plant operators",2017,1077.8654,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_91,"Occupation (ISCO-08), 2 digit level: 91 - Cleaners and helpers",2017,1661.681,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_92,"Occupation (ISCO-08), 2 digit level: 92 - Agricultural, forestry and fishery labourers",2017,4.2717,U,Unreliable,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_93,"Occupation (ISCO-08), 2 digit level: 93 - Labourers in mining, construction, manufacturing and transport",2017,652.5294,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_94,"Occupation (ISCO-08), 2 digit level: 94 - Food preparation assistants",2017,185.414,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_95,"Occupation (ISCO-08), 2 digit level: 95 - Street and related sales and service workers",2017,11.9344,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_96,"Occupation (ISCO-08), 2 digit level: 96 - Refuse workers and other elementary workers",2017,222.3263,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_X,"Occupation (ISCO-08), 2 digit level: Not elsewhere classified",2017,66.7861,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_TOTAL,"Occupation (ISCO-08), 2 digit level: Total",2018,27122.1739,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_01,"Occupation (ISCO-08), 2 digit level: 01 - Commissioned armed forces officers",2018,31.579,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_02,"Occupation (ISCO-08), 2 digit level: 02 - Non-commissioned armed forces officers",2018,76.8149,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_03,"Occupation (ISCO-08), 2 digit level: 03 - Armed forces occupations, other ranks",2018,139.0386,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_11,"Occupation (ISCO-08), 2 digit level: 11 - Chief executives, senior officials and legislators",2018,86.6818,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_12,"Occupation (ISCO-08), 2 digit level: 12 - Administrative and commercial managers",2018,600.5602,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_13,"Occupation (ISCO-08), 2 digit level: 13 - Production and specialised services managers",2018,949.324,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_14,"Occupation (ISCO-08), 2 digit level: 14 - Hospitality, retail and other services managers",2018,328.7264,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_21,"Occupation (ISCO-08), 2 digit level: 21 - Science and engineering professionals",2018,772.9145,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_22,"Occupation (ISCO-08), 2 digit level: 22 - Health professionals",2018,650.5752,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_23,"Occupation (ISCO-08), 2 digit level: 23 - Teaching professionals",2018,1258.3291,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_24,"Occupation (ISCO-08), 2 digit level: 24 - Business and administration professionals",2018,1182.9183,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_25,"Occupation (ISCO-08), 2 digit level: 25 - Information and communications technology professionals",2018,440.8728,,,,,R1:2384,Repository: Eurostat special tabulation
FRA,France,BA:2260,FRA - LFS - EU Labour Force Survey,EMP_TEMP_SEX_OC2_NB,Employment by sex and occupation - ISCO level 2 (thousands),SEX_T,Sex: Total,OC2_ISCO08_26,"Occupation (ISCO-08), 2 digit level: 26 - Legal, social and cultural professionals",2018,698.74,,,,,R1:2384,Repository: Eurostat special tabulation
